length,weight,count,looped,neighbors,income,label
22,0.0009765625,1,0,2,3798000000.0,white
144,2.39373106625333,2321,2303,5,5300000000.0,paduaCryptoWall
0,0.5,1,0,1,204064000.0,montrealDMALocker
144,0.163917723190215,3589,0,1,510000000.0,princetonLocky
46,1.0,1,0,2,29270000000.0,white
24,0.25,1,0,2,120000000.0,montrealCryptXXX
6,0.25,1,0,2,4578000000.0,white
144,0.216347798981524,4822,0,1,50000000.0,princetonLocky
144,3.88706450940114e-05,4705,0,1,35295187.0,montrealWannaCry
74,2.98023223876953e-08,1,0,2,100000000.0,princetonCerber
0,1.0,1,0,2,4998000000.0,white
8,1.125,4,3,5,366093600.0,montrealCryptoLocker
144,2.43791882021771,1279,0,1,942940000.0,paduaCryptoWall
0,1.0,1,0,2,200000000.0,montrealCryptoLocker
4,0.125,1,0,1,3557000000.0,white
24,0.0004340277777777,1,0,1,220000000.0,montrealCryptoLocker
62,1.0,1,0,2,430000000.0,white
0,1.0,1,0,1,99994318.0,princetonLocky
44,6.29425048828125e-05,2,0,2,150000000.0,princetonLocky
0,1.0,1,0,1,520000000.0,white
44,6.29425048828125e-05,2,0,2,233000000.0,white
42,0.0001220703125,1,0,1,73000000.0,white
2,0.25,1,0,1,200000000.0,princetonLocky
0,1.0,1,0,1,185943494.0,paduaCryptoWall
144,0.415343991503382,3877,0,2,200000000.0,princetonCerber
4,0.0052083333333333,1,0,1,100000000.0,paduaCryptoWall
16,0.125,1,0,2,4698000000.0,white
4,1.0,1,0,1,120000000.0,montrealCryptXXX
0,0.5,1,0,1,112000000.0,white
10,0.03125,1,0,2,221000000.0,white
52,0.166992299132659,16,0,1,159000000.0,paduaCryptoWall
0,0.5,1,0,1,4800000000.0,white
0,0.5,1,0,2,437000000.0,white
14,0.125,1,0,2,4697000000.0,white
0,0.5,1,0,1,226000000.0,white
16,0.0625,1,0,2,4566000000.0,white
42,0.0390627980232239,2,2,2,2100000000.0,white
2,0.5,1,0,1,400000000.0,princetonLocky
46,0.00390625,1,0,2,100000000.0,princetonCerber
2,0.5,1,0,1,62000000.0,paduaCryptoWall
0,1.0,1,0,2,120000000.0,montrealCryptXXX
8,0.125,1,0,2,4170000000.0,white
0,1.5,2,0,4,89800000.0,montrealCryptoLocker
140,0.120192307760233,27,0,1,50000000.0,princetonLocky
8,0.0625,1,0,2,3968000000.0,white
2,0.25,1,0,2,4500000000.0,white
0,2.0,2,0,2,119561528.0,montrealNoobCrypt
0,1.0,1,0,2,80000000.0,princetonCerber
4,1.0,2,0,2,97000000.0,white
130,2.8421709430404e-14,1,0,2,369053364.0,montrealCryptoLocker
34,0.0234375,3,0,2,102000000.0,white
46,0.029296875,19,0,2,52000000.0,white
28,0.2537841796875,11,0,1,122000000.0,white
22,0.5,1,0,2,52570117.0,princetonCerber
0,0.5,1,0,2,2500000000.0,white
42,1.0,1,0,2,31035000000.0,white
0,0.5,1,0,1,1000000000.0,white
144,0.001296108832066,1723,0,2,164320000.0,princetonCerber
6,0.142857142857143,1,1,2,296000000.0,montrealCryptoLocker
0,1.0,1,0,2,4562000000.0,white
144,2.19399294871453,1179,923,4,520000000.0,paduaCryptoWall
14,0.25,1,0,1,4636000000.0,white
10,0.125,1,0,1,505000000.0,white
28,0.125,1,0,2,100000000.0,princetonCerber
10,0.0001302083333333,1,0,2,100000000.0,princetonCerber
144,0.0210846065813008,1322,0,2,80000000.0,princetonCerber
0,0.5,1,0,2,4897000000.0,white
0,0.5,1,0,2,1673000000.0,white
144,0.0001357803500434,6151,0,2,100000000.0,princetonCerber
82,1.19209289550781e-07,1,0,1,120000000.0,montrealCryptXXX
38,1.0,1,0,2,33990000000.0,white
10,1.5,2,0,2,86542595.0,paduaCryptoWall
10,0.5,1,0,1,200000000.0,paduaCryptoWall
144,0.0180863090877364,3171,0,1,300000000.0,princetonLocky
24,0.0021701388888888,17,0,1,350000000.0,paduaCryptoWall
0,0.5,1,0,1,3399000000.0,white
0,1.0,1,0,4,240000000.0,montrealCryptXXX
4,1.0,1,0,1,60000000.0,paduaCryptoWall
4,0.125,1,0,2,150000000.0,princetonLocky
0,1.0,1,0,2,250000000.0,princetonCerber
6,0.006060606060606,1,0,1,204000000.0,paduaCryptoWall
0,0.5,1,0,1,1384000000.0,white
4,0.125,1,0,2,4216000000.0,white
116,5.20417042793042e-18,6,0,1,50000000.0,white
2,0.5,1,0,1,20000000000.0,white
0,1.0,1,0,2,217820000.0,montrealCryptoLocker
6,1.0,1,0,2,4978000000.0,white
0,0.5,1,0,2,700000000.0,white
2,1.0,1,0,2,4950000000.0,white
4,0.125,1,0,2,3500000000.0,white
22,0.255859375,3,0,3,215000000.0,white
0,1.0,1,0,1,9807000000.0,white
144,0.0080858024744811,2148,0,2,699990000.0,paduaCryptoWall
144,0.104254555598394,2232,0,1,213000000.0,paduaCryptoWall
4,0.0094936708860759,3,0,1,200000000.0,princetonLocky
74,3.81540303351358e-06,3,1,4,4680000000.0,paduaCryptoWall
4,0.125,1,0,2,4052000000.0,white
80,1.0,1,0,2,8391000000.0,white
2,0.25,1,0,2,120000000.0,montrealCryptXXX
28,0.5511474609375,7,0,1,4500000000.0,white
16,0.0078125,1,0,1,840242211.0,montrealCryptoLocker
28,1.0479736328125,17,0,1,5500000000.0,white
20,0.001953125,1,0,2,2580000000.0,white
60,1.00000023841858,2,0,4,240000000.0,montrealCryptXXX
50,1.0,1,0,2,31155000000.0,white
18,0.005126953125,4,0,2,200000000.0,montrealCryptoLocker
4,0.5,1,0,2,4887000000.0,white
0,1.0,1,0,2,47824033.0,montrealCryptoLocker
2,0.25,1,0,2,3514000000.0,white
18,0.982421875,1,1,12,16816000000.0,white
30,0.500244140625,2,0,1,5176000000.0,white
6,0.5,1,0,2,410000000.0,princetonLocky
16,0.0023148148148148,1,0,2,80000000.0,princetonCerber
80,0.0081787109375,4,0,2,68000000.0,white
98,1.0,1,0,2,3236000000.0,white
4,0.25,1,0,1,410000000.0,princetonLocky
68,1.0,1,0,2,33155000000.0,white
2,1.0,1,0,2,4997000000.0,white
144,0.0244888429630006,1566,0,2,120000000.0,montrealCryptXXX
84,1.0,1,0,2,8381000000.0,white
2,0.5,1,0,2,1610000000.0,white
2,0.25,1,0,1,69000000.0,white
8,0.0051775147928994,4,0,1,389985140.0,princetonLocky
100,1.0,1,0,2,4346000000.0,white
0,0.5,1,0,2,461000000.0,white
16,0.0625,1,0,2,384000000.0,white
12,0.0078125,1,0,2,2038000000.0,white
4,0.375,6,0,1,50000000.0,white
6,0.25,1,0,2,4827000000.0,white
2,0.2,1,0,2,157177923.0,montrealCryptoLocker
26,0.013702392578125,7,0,2,57670000.0,princetonCerber
80,0.0150535969335107,15,0,2,80000000.0,princetonCerber
14,0.00390625,1,0,1,445000000.0,white
2,0.5,1,0,2,4884000000.0,white
4,1.0,1,0,2,4934000000.0,white
4,0.125,1,0,2,4573000000.0,white
30,0.07427978515625,4,0,2,113450000.0,princetonCerber
6,0.25,1,0,1,182000000.0,paduaCryptoWall
8,0.0625,1,0,2,3776000000.0,white
4,0.5,1,0,1,1194890000.0,montrealCryptoLocker
4,0.125,1,0,2,52238035.0,montrealCryptoLocker
20,0.375,2,0,2,206000000.0,white
4,1.0,1,0,1,4965000000.0,white
18,0.0078125,1,0,2,4115000000.0,white
144,0.0167678236096605,2031,0,1,200000000.0,paduaCryptoWall
6,0.125,1,0,1,100000000.0,white
0,1.0,1,0,2,4977000000.0,white
28,0.0001220703125,1,0,2,1326000000.0,white
120,1.38361365942686,887,0,2,5000000000.0,paduaCryptoWall
20,0.001953125,1,0,2,1941000000.0,white
2,0.5,1,0,2,80000000.0,princetonCerber
6,1.0,1,0,2,4978000000.0,white
0,0.5,1,0,1,10000000000.0,white
18,0.0009765625,1,0,2,2257000000.0,white
74,0.75,6,0,2,325000000.0,white
58,1.0,1,0,2,5341000000.0,white
10,0.0625,1,0,2,80000000.0,princetonCerber
4,0.0416666666666667,2,0,2,144500000.0,montrealCryptoLocker
0,0.5,1,0,1,197000000.0,paduaCryptoWall
10,0.017578125,2,0,1,208000000.0,paduaCryptoWall
10,0.015625,1,0,2,269000000.0,paduaCryptoWall
144,0.33557697663928,4993,5,2,80000000.0,princetonCerber
20,0.00244140625,3,0,2,3450000000.0,white
18,0.0078125,1,0,1,3812000000.0,white
4,0.25,1,0,2,2082000000.0,white
14,0.0002652391975308,3,0,2,80000000.0,princetonCerber
6,0.0625,1,0,2,167000000.0,montrealCryptoLocker
144,2.28946155564992,2249,1548,7,3999960000.0,paduaCryptoWall
12,0.25,1,0,2,4831000000.0,white
16,0.125,1,0,1,300000000.0,princetonLocky
4,0.25,1,0,2,80000000.0,princetonCerber
8,0.0092592592592592,3,3,2,400000000.0,princetonLocky
4,0.375,2,0,1,400000000.0,princetonLocky
2,0.115384615384615,3,0,2,50123867.0,montrealCryptoLocker
144,0.845919665064928,4645,0,1,299990000.0,princetonLocky
22,0.0009765625,1,0,2,826000000.0,white
2,0.25,1,0,2,4648000000.0,white
4,0.583333333333333,2,0,2,1993697000.0,montrealCryptoLocker
144,7.53119799648961,2583,2262,14,64423534248.0,montrealCryptoLocker
12,0.222916666666667,13,0,2,275000000.0,white
12,0.0625,1,0,2,4656000000.0,white
14,0.125,1,0,2,4082000000.0,white
80,0.902792894176115,108,0,9,940900000.0,montrealCryptoLocker
144,0.0152758265082773,3771,0,2,100000000.0,princetonCerber
2,0.0714285714285714,1,0,2,65710000.0,princetonCerber
144,0.0447813078589181,3105,0,1,200000000.0,princetonLocky
144,0.0308956574509379,1993,0,1,99000000.0,princetonLocky
36,1.9073486328125e-06,1,0,2,17838000000.0,white
0,0.5,1,0,2,4308000000.0,white
12,4.82253086419753e-05,1,1,2,80000000.0,princetonCerber
8,0.25,5,0,2,415500000.0,montrealCryptoLocker
0,0.5,1,0,2,2650000000.0,white
144,2.5268293712824,6794,5591,1,550000000.0,princetonLocky
4,0.5,1,0,1,2725000000.0,white
16,0.0003255208333333,1,0,2,80000000.0,princetonCerber
60,0.00048828125,1,0,2,430000000.0,white
2,0.75,2,0,3,21800000000.0,white
26,0.00048828125,1,0,2,125000000.0,white
4,0.125,1,0,2,50000000.0,princetonCerber
144,0.043947611133062,3056,0,1,208000000.0,paduaCryptoWall
24,0.01171875,2,0,2,1068000000.0,white
144,2.16315549702426,726,1,3,1107000000.0,paduaCryptoWall
18,0.189334753787879,6,0,1,154000000.0,paduaCryptoWall
2,0.75,2,0,1,62000000.0,white
60,1.0,1,0,2,32795000000.0,white
16,0.03125,1,0,2,4489000000.0,white
10,1.25,3,0,2,106885000000.0,white
8,0.5,1,0,2,4646000000.0,white
74,1.0,1,0,2,2836000000.0,white
0,0.5,1,0,2,4846000000.0,white
144,0.0014219928347886,7114,0,1,1000000000.0,montrealDMALockerv3
0,1.0,1,0,2,88500000000.0,white
144,0.0911544781813507,3217,0,1,294000000.0,paduaCryptoWall
8,0.125,1,0,2,200000000.0,montrealCryptoLocker
144,0.0002741124924485,5715,0,1,401000000.0,princetonLocky
0,1.0,1,0,2,103000000.0,montrealCryptoLocker
24,0.50048828125,3,0,2,1024000000.0,white
2,1.0,1,0,2,84970000.0,princetonCerber
0,0.5,1,0,2,4000000000.0,white
8,0.125,1,0,2,4724000000.0,white
2,1.0,1,0,1,120000000.0,montrealCryptXXX
4,1.0,1,0,2,4989000000.0,white
144,0.0426369599066513,911,0,1,837500000.0,montrealDMALocker
6,0.25,1,0,1,101000000.0,white
2,0.5,1,0,2,100000000.0,princetonCerber
12,0.0625,1,0,2,125000000.0,princetonCerber
102,3.39084201388889e-06,1,0,2,82220000.0,princetonCerber
34,0.000244140625,1,0,1,2012000000.0,white
6,0.333333333333333,1,0,2,904373813.0,montrealCryptoLocker
94,1.4210854715202e-14,1,0,1,300000000.0,montrealCryptoLocker
6,0.03125,1,0,2,56854017.0,montrealCryptoLocker
2,1.0,2,0,2,5000000000.0,white
144,0.692677244388471,3829,3720,2,200000000.0,princetonCerber
22,0.0625,1,0,2,57000000.0,white
0,0.5,1,0,1,88694645.0,montrealDMALocker
0,0.5,1,0,1,4255000000.0,white
14,0.015625,1,0,2,1422000000.0,white
10,0.015625,1,0,2,1957000000.0,white
144,0.271271569367188,5504,1,1,50000000.0,princetonLocky
6,0.113888888888889,2,0,4,64498413.0,montrealCryptoLocker
12,0.125,1,0,2,4591000000.0,white
28,1.0,1,0,2,31360000000.0,white
144,0.5083328011955,4913,0,1,300000000.0,princetonLocky
6,0.1,1,0,1,208000000.0,paduaCryptoWall
0,1.0,1,0,2,99000000.0,white
144,0.10455985412328,1143,0,1,98051487.0,paduaCryptoWall
138,0.533766522592902,4360,0,2,477107767.0,montrealCryptoLocker
22,1.34505208333333,6,0,1,101500000000.0,white
44,1.0,1,0,2,1915000000.0,white
0,0.5,1,0,2,120000000.0,montrealCryptXXX
2,0.5,1,0,2,119400000.0,montrealCryptXXX
0,0.5,1,0,2,170643300.0,montrealCryptoLocker
12,0.2578125,2,0,2,1075000000.0,white
4,0.0393477380319485,63,61,6,185180547.0,montrealCryptoLocker
30,1.0,1,0,2,2438000000.0,white
0,1.0,1,0,2,297000000.0,white
2,0.25,1,0,2,1000000000.0,white
10,0.125,1,0,2,2847000000.0,white
0,0.5,1,0,1,97784600.0,montrealCryptoLocker
22,0.0009765625,1,0,2,2374000000.0,white
0,0.5,1,0,2,500000000.0,white
10,0.5,1,0,2,4717000000.0,white
144,1.57857175738721,2001,0,2,209000000.0,paduaCryptoWall
4,0.0714285714285714,1,0,2,80000000.0,princetonCerber
8,0.0046875,2,0,2,120000000.0,montrealCryptXXX
4,0.3,2,0,2,129900000.0,princetonCerber
0,0.5,1,0,2,3653000000.0,white
0,1.0,1,0,1,5000000000.0,white
40,1.0,1,0,2,880000000.0,white
4,0.5,1,0,2,71540000.0,princetonCerber
2,0.5,1,0,1,199990000.0,paduaCryptoWall
12,0.0078125,1,0,2,4257000000.0,white
98,1.0,1,0,2,29140000000.0,white
0,1.0,2,0,2,1000000000.0,paduaCryptoWall
2,0.1,1,0,2,100000000.0,princetonCerber
12,0.0006539822342667,2,0,2,100000000.0,montrealCryptoLocker
0,1.0,1,0,1,54950000.0,montrealCryptoLocker
38,0.0078125,1,0,2,1966000000.0,white
36,0.1875,3,0,2,45000000.0,white
2,0.25,1,0,2,56000000.0,white
4,0.5,1,0,2,79950000.0,princetonCerber
0,1.0,2,0,2,2269200000.0,montrealGlobeImposter
6,0.1875,6,0,2,39895000000.0,white
10,0.0173611111111111,5,0,1,185000000.0,paduaCryptoWall
2,0.25,1,0,1,510000000.0,princetonLocky
4,0.125,1,0,2,200000000.0,white
144,0.619249520024226,1436,0,1,62500000.0,paduaCryptoWall
144,0.0150850959498187,250,0,2,354000000.0,paduaCryptoWall
6,1.0,1,0,2,57000000.0,white
0,0.5,1,0,1,34106000000.0,white
6,0.125,1,0,1,82000000.0,paduaCryptoWall
88,0.00048828125,1,0,2,100000000.0,montrealCryptoLocker
28,1.30605066872428,18,0,2,300000000.0,paduaCryptoWall
144,0.41101085179236,1325,0,1,80000000.0,paduaCryptoWall
72,1.28351093812099,38,0,3,274493434.0,montrealCryptoLocker
4,0.5,1,0,1,50000000.0,princetonLocky
2,1.25,3,0,2,100000000.0,princetonCerber
2,1.0,1,0,2,102680000.0,princetonCerber
0,1.0,1,0,2,208000000.0,white
10,1.53125,3,0,4,472900000.0,montrealCryptoLocker
46,0.0989192708333333,14,1,1,400000000.0,princetonLocky
26,0.0001220703125,1,0,2,2485000000.0,white
8,0.0625,1,0,2,4384000000.0,white
10,0.5,1,0,2,4801000000.0,white
0,1.0,1,0,1,83857277.0,paduaCryptoWall
4,0.125,1,0,2,1995000000.0,white
0,0.5,1,0,1,100000000.0,white
6,1.25,2,0,1,410000000.0,princetonLocky
12,0.0078125,1,0,2,1428000000.0,white
14,0.0097483474100037,67,0,2,49000000.0,white
80,1.0,1,0,2,3281000000.0,white
6,0.125,1,0,2,543499272.0,montrealCryptoLocker
4,1.5,2,0,1,2042340000.0,montrealCryptoLocker
14,0.00390625,1,0,1,110000000.0,white
4,0.125,1,0,1,208000000.0,white
14,0.0625,1,0,2,4420000000.0,white
10,0.03125,1,0,2,377000000.0,montrealCryptoLocker
6,0.125,1,0,2,70000000.0,princetonCerber
18,1.125,5,0,1,2300000000.0,white
2,0.5,3,0,1,100000000.0,montrealCryptoLocker
0,1.0,1,0,2,4999000000.0,white
26,0.001953125,1,0,2,4276000000.0,white
144,0.423611665365808,4768,0,2,100000000.0,princetonCerber
144,0.189627855123484,2918,0,2,185050000.0,princetonCerber
0,0.5,1,0,1,1991000000.0,white
6,0.5625,9,0,2,4877000000.0,white
30,0.25048828125,2,0,2,309000000.0,white
2,0.5,1,0,1,37500000.0,montrealCryptoLocker
4,0.25,2,0,2,109000000.0,white
14,0.015625,1,0,2,80000000.0,princetonCerber
14,0.06640625,2,0,2,1089000000.0,white
26,0.00390625,1,0,2,4377000000.0,white
8,0.0625,1,0,2,2563000000.0,white
0,0.5,1,0,1,38462000000.0,white
144,0.412206935066689,4511,0,1,100000000.0,montrealXLocker
144,0.0797557971589413,4284,0,1,399987000.0,montrealDMALockerv3
0,1.0,2,0,4,129321712.0,montrealCryptoLocker
144,0.403804650515222,1248,0,1,239590000.0,montrealCryptoLocker
6,0.125,1,0,2,4489000000.0,white
124,1.45519152283669e-11,1,0,2,40000000.0,princetonCerber
8,0.04375,4,0,1,182000000.0,paduaCryptoWall
6,0.125,1,0,2,4763000000.0,white
144,0.247672970808012,1254,0,1,202000000.0,paduaCryptoWall
32,0.25,1,0,2,100000000.0,princetonCerber
0,0.5,1,0,1,4000000000.0,white
4,0.5,1,0,2,4867000000.0,white
20,0.03125,1,0,2,4221000000.0,white
0,1.0,1,0,1,15000000000.0,white
144,0.0833810797134239,4660,0,1,400000000.0,princetonLocky
6,0.0071428571428571,1,0,1,50000000.0,princetonLocky
2,0.25,1,0,1,200000000.0,princetonLocky
26,1.0,1,0,2,29800000000.0,white
0,2.0,2,0,4,150000000.0,montrealCryptoLocker
86,1.0,1,0,2,10471000000.0,white
144,0.0416559025913415,797,0,2,40560000.0,montrealCryptoLocker
0,1.0,1,0,2,100000000.0,princetonCerber
12,0.2578125,1,1,2,7900000000.0,white
0,1.0,1,0,1,222000000.0,paduaCryptoWall
144,1.326641401655,1959,1,2,399960000.0,montrealCryptoLocker
144,0.0796412502344556,8352,0,2,56000000.0,princetonCerber
10,0.25,1,0,2,4834000000.0,white
22,0.256103515625,8,0,2,32700000000.0,white
0,0.166666666666667,1,0,2,200000000.0,princetonCerber
18,0.0009765625,1,0,2,354000000.0,white
2,0.25,1,0,2,811000000.0,white
4,0.5,1,0,1,300102200.0,princetonLocky
4,0.333333333333333,1,0,2,120000000.0,montrealCryptXXX
10,0.5,3,0,1,50000000.0,montrealCryptoLocker
2,0.125,1,0,1,100000000.0,princetonLocky
8,0.5,1,0,2,609000000.0,white
38,1.9073486328125e-06,1,0,2,1650000000.0,white
2,0.5,1,0,1,200000000.0,princetonLocky
32,1.0009765625,4,0,2,472000000.0,white
12,0.125,1,0,1,300000000.0,princetonLocky
12,0.375,2,0,2,62000000.0,white
10,1.0,1,0,2,30700000000.0,white
4,0.25,1,0,2,4833000000.0,white
6,0.05,1,0,1,131000000.0,paduaCryptoWall
144,1.77411945225158,1542,221,4,444008077.0,montrealCryptoLocker
144,3.06220437884063,1321,0,2,120000000.0,montrealCryptXXX
0,0.5,1,0,1,820000000.0,white
6,1.0,1,0,1,30152617.0,paduaCryptoWall
12,0.0625,2,0,2,148000000.0,white
8,0.03125,1,0,2,1468000000.0,white
14,0.125,1,0,2,4606000000.0,white
48,0.256134033203125,6,0,5,1349000000.0,white
144,1.08988784603004,1228,1,3,273009800.0,paduaCryptoWall
144,1.234375,294,2,3,190253713.0,paduaCryptoWall
0,1.0,1,0,1,1000000000.0,montrealDMALockerv3
0,0.125,1,0,2,100000000.0,princetonCerber
2,0.5,1,0,1,4885000000.0,white
4,1.0,1,0,2,4992000000.0,white
18,0.015625,1,0,1,100000000.0,white
24,0.00048828125,1,0,2,131000000.0,white
30,0.0001102292768959,1,0,1,60000000.0,montrealCryptoLocker
4,0.25,1,0,1,104000000.0,white
6,0.0555555555555556,1,0,2,80000000.0,princetonCerber
20,0.988932291666666,26,20,8,1086000000.0,white
6,0.5,1,0,2,4919000000.0,white
24,0.0009765625,1,0,2,504000000.0,white
14,0.125,1,0,2,4669000000.0,white
144,0.839469594899411,4294,0,1,400000000.0,princetonLocky
0,0.5,1,0,1,50000000.0,white
14,0.015625,1,0,2,4201000000.0,white
30,3.11594797622604,41,1,1,5000000000.0,princetonLocky
6,6.5625,8,0,8,790246163.0,montrealNoobCrypt
2,0.5,1,0,2,415554000000.0,white
70,1.49011611938477e-08,1,0,2,120000000.0,montrealCryptXXX
2,0.009090909090909,1,0,2,93991885.0,montrealCryptoLocker
0,0.5,1,0,2,90000000.0,princetonCerber
0,1.0,1,0,1,100000000.0,white
4,1.25,3,0,6,294244370.0,montrealCryptoLocker
144,0.47839490643848,4668,462,4,116193232.0,princetonCerber
16,0.0390625,2,0,1,410000000.0,princetonLocky
52,1.44189453125,10,1,10,1349000000.0,white
6,0.125,1,0,2,4729000000.0,white
8,0.125,1,0,2,7697000000.0,white
34,0.0009765625,1,0,2,1943000000.0,white
0,0.5,1,0,2,100000000.0,princetonCerber
24,0.0001220703125,1,0,2,2228000000.0,paduaCryptoWall
16,0.0078125,1,0,1,4232000000.0,white
6,1.1625,3,0,4,424000000.0,paduaCryptoWall
14,0.0625,1,0,2,4195000000.0,white
4,0.125,1,0,2,6800000000.0,white
2,0.5,1,0,2,4880000000.0,white
26,6.103515625e-05,1,0,2,948000000.0,white
28,3.0517578125e-05,1,0,2,754000000.0,white
0,1.0,1,0,2,50000000.0,princetonCerber
18,0.015625,1,0,1,300000000.0,princetonLocky
36,1.43946759259259,17,0,1,214443264.0,paduaCryptoWall
2,0.0162538699690402,47,0,2,100000000.0,montrealCryptoLocker
2,0.25,1,0,2,41377981.0,montrealCryptoLocker
16,0.0078125,1,0,1,2768000000.0,white
12,0.125,1,0,2,4118000000.0,white
0,0.5,1,0,2,50000000.0,princetonLocky
0,0.5,1,0,1,5693607666.0,montrealCryptoLocker
76,3.53212709780093e-09,1,0,1,37085810.0,paduaCryptoWall
0,0.5,1,0,2,63000000.0,princetonCerber
12,0.211458333333333,4,0,1,430485339.0,paduaCryptoWall
0,0.5,1,0,2,3592000000.0,white
144,1.3778659751635e-06,3465,0,2,9999900000.0,montrealCryptoLocker
24,0.0001220703125,1,0,2,2029000000.0,white
0,0.5,1,0,1,1515000000.0,white
26,0.500244140625,3,0,2,630000000.0,white
0,1.0,1,0,1,92553634.0,paduaCryptoWall
24,0.015625,1,0,2,4132000000.0,white
0,6.0,6,0,6,30000000000.0,white
2,0.25,1,0,2,3202000000.0,white
0,1.0,1,0,1,120000000.0,montrealCryptXXX
120,1.0,1,0,2,3181000000.0,white
0,1.5,2,0,2,12500000000.0,white
76,1.0,1,0,2,32255000000.0,white
16,0.0078125,1,0,2,3692000000.0,white
144,0.162544136975076,1369,1,4,660000000.0,montrealCryptoLocker
6,0.145833333333333,3,0,2,100000000.0,montrealCryptoLocker
0,1.0,1,0,2,191950000.0,montrealCryptoLocker
28,0.0802830825617284,8,0,4,190801860.0,montrealCryptoLocker
12,0.015625,1,0,2,638305431.0,montrealCryptoLocker
36,1.0,1,0,2,8501000000.0,white
4,0.0416666666666667,11,0,1,52790108.0,montrealCryptoLocker
0,0.5,1,0,2,4892000000.0,white
34,1.0,1,0,2,6481000000.0,white
12,0.625,2,0,2,90000000.0,paduaCryptoWall
2,0.25,1,0,2,100000000.0,princetonCerber
2,1.0,1,0,2,60999800.0,princetonCerber
4,0.125,1,0,2,91000000.0,white
18,0.0009765625,1,0,2,1251000000.0,white
22,0.00048828125,1,0,1,3029000000.0,white
24,0.5,1,0,2,540000000.0,white
144,3.0977230879849,1774,1673,6,3000000000.0,paduaCryptoWall
98,1.0,1,0,2,35350000000.0,white
144,0.481634451990023,1115,0,2,99100000.0,montrealCryptoLocker
144,0.0647679774200272,4744,0,1,200000000.0,princetonLocky
144,0.2531255387799,1372,0,1,1800000000.0,paduaCryptoWall
144,0.0122692517699968,589,0,1,227000000.0,paduaCryptoWall
144,3.12972128733221,1345,355,9,11640000000.0,paduaCryptoWall
24,0.0078125,1,0,1,3869000000.0,white
10,0.0625,1,0,2,4155000000.0,white
100,1.0,1,0,2,9686000000.0,white
144,0.446318579893518,3656,2036,1,250000000.0,princetonLocky
144,0.365063194406306,1948,1551,1,179000000.0,paduaCryptoWall
0,0.5,1,0,1,300000000.0,paduaCryptoWall
144,1.08280465238004,5880,4248,1,510000000.0,princetonLocky
4,0.166666666666667,1,0,2,80000000.0,princetonCerber
2,0.5,3,0,1,500000000.0,white
4,1.00769230769231,2,0,4,183900000.0,montrealCryptoLocker
0,0.5,1,0,2,100000000.0,white
26,1.0,1,0,2,1501000000.0,white
4,0.125,1,0,2,4013000000.0,white
0,1.0,1,0,1,1230000000.0,paduaCryptoWall
28,0.0001220703125,1,0,1,3228000000.0,white
14,0.19296875,8,0,1,1000000000.0,montrealCryptoLocker
144,0.390557612720968,3659,0,1,100000000.0,princetonLocky
72,0.500000001428113,3,0,4,305329000.0,paduaCryptoWall
0,1.0,1,0,2,100000000.0,white
100,0.25,1,0,2,79978544.0,paduaCryptoWall
14,0.00390625,1,0,2,2116000000.0,white
144,0.0093570244578527,5144,0,2,50850000.0,princetonCerber
26,1.0,1,0,2,30780000000.0,white
62,1.0,1,0,2,3326000000.0,white
22,0.0009765625,1,0,2,2877000000.0,white
20,0.015625,1,0,2,4211000000.0,white
4,0.375,2,0,1,43900000.0,paduaCryptoWall
144,0.0013957356929791,3062,0,2,100000000.0,princetonCerber
8,0.5,1,0,2,4819000000.0,white
4,0.125,1,0,2,10000000000.0,white
0,1.0,1,0,1,55541876.0,montrealNoobCrypt
14,0.0078125,1,0,2,2463000000.0,white
22,0.000244140625,1,0,2,692000000.0,white
16,0.00390625,1,0,1,760000000.0,white
30,0.0625,1,0,1,4287000000.0,white
0,0.0588235294117647,1,0,2,328366534.0,montrealCryptoLocker
0,1.0,1,0,2,120000000.0,montrealCryptXXX
4,0.25,1,0,2,442000000.0,white
22,0.0242304171065626,70,0,2,147000000.0,white
22,0.001953125,1,0,2,70000000.0,princetonCerber
144,0.0312915099021855,704,0,1,227000000.0,paduaCryptoWall
0,1.0,1,0,1,299400000.0,paduaCryptoWall
144,29.6104656919096,6423,6195,21,32150000000.0,montrealCryptoLocker
4,0.25,1,0,1,2500000000.0,white
144,0.153346355965275,990,0,2,77690000.0,paduaCryptoWall
20,0.5,1,0,2,900000000.0,white
8,8.75,10,0,2,4500000000.0,paduaCryptoWall
8,0.125,1,0,1,240483000000.0,white
0,1.0,1,0,2,178957000.0,paduaCryptoWall
0,1.0,1,0,1,75000000.0,princetonLocky
0,1.0,1,0,1,5000000000.0,white
4,0.0208333333333333,1,0,2,80000000.0,princetonCerber
0,1.0,1,0,2,4979000000.0,white
2,0.25,1,0,2,120000000.0,montrealCryptXXX
0,1.0,1,0,2,100000000.0,paduaCryptoWall
0,1.0,1,0,2,200000000.0,princetonLocky
2,0.5,1,0,2,47000000.0,white
22,1.62690662202381,4,4,6,447992000.0,paduaCryptoWall
22,0.00390625,1,0,2,3649000000.0,white
144,3.88873292151304e-05,7640,0,2,56000000.0,princetonCerber
32,3.0517578125e-05,1,0,2,309000000.0,white
140,3.4227494746281404e-20,1,0,1,238974472.0,paduaCryptoWall
48,1.0,1,0,2,19738000000.0,white
14,0.16230969551282,20,0,1,2500000000.0,white
12,0.0078125,1,0,2,1541000000.0,white
